"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option2 name","Option2 value","Option3 name","Option3 value","Price","Compare-at price","Cost per item","Charge tax","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Collection","product.metafields.spartan.department","product.metafields.spartan.spec_available_colours","product.metafields.spartan.spec_average_gross_unit_weight_kg","product.metafields.spartan.spec_average_net_unit_weight_kg","product.metafields.spartan.spec_box_dimensions_l_x_w_x_h_m","product.metafields.spartan.spec_brand","product.metafields.spartan.spec_cable_size_in","product.metafields.spartan.spec_capacity","product.metafields.spartan.spec_carton_size","product.metafields.spartan.spec_certification_standard","product.metafields.spartan.spec_colour","product.metafields.spartan.spec_compatibility","product.metafields.spartan.spec_dimensions","product.metafields.spartan.spec_dimensions_in","product.metafields.spartan.spec_end_fitting_type","product.metafields.spartan_erp.material_code","product.metafields.spartan_erp.product_group","product.metafields.spartan.spec_eu_size","product.metafields.spartan.spec_grade","product.metafields.spartan.spec_handle_type","product.metafields.spartan.spec_height","product.metafields.spartan.spec_hole_diameter","product.metafields.spartan.spec_inside_diameter_in","product.metafields.spartan.spec_length","product.metafields.spartan.spec_material","product.metafields.spartan.spec_net_buoyancy","product.metafields.spartan.spec_notes","product.metafields.spartan.spec_outside_diameter_in","product.metafields.spartan.spec_outside_diameter_after_swage_in","product.metafields.spartan.spec_ply","product.metafields.spartan.spec_shank_x_diameter_in","product.metafields.spartan.spec_size","product.metafields.spartan.spec_size_in","product.metafields.spartan.spec_size_length_mm","product.metafields.spartan.spec_size_number","product.metafields.spartan.spec_standard_tap_size_in","product.metafields.spartan.spec_stock_size_in","product.metafields.spartan.spec_strand","product.metafields.spartan.spec_strength","product.metafields.spartan_erp.supplier_type_code","product.metafields.spartan.spec_take_up_length_j_length_in","product.metafields.spartan.spec_temperature_limit_if_applicable","product.metafields.spartan.spec_thread_size","product.metafields.spartan.spec_torque_specification_ft_lb","product.metafields.spartan.spec_volume","product.metafields.spartan.spec_wattage","product.metafields.spartan.spec_width","product.metafields.spartan.spec_working_load_limit","product.metafields.spartan.spec_working_load_limit_lb","product.metafields.spartan.spec_working_load_limit_ton"
"Braided twine Normal NL 3.0/180M/Kg","braided-twine-normal-nl-3-0-180m-kg-64400","<table><tbody><tr><th>ERP Material Code</th><td>FEN0032</td></tr><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>2.0252857142857144</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>2.0252857142857144</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","64400","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","2.0252857142857144","2.0252857142857144","","","","","","","","","","","","FEN0032","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal NL 3.0/180M/Kg","braided-twine-normal-nl-3-0-180m-kg-64400a","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>1.065</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>1.065</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","64400A","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","1.065","1.065","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal NL 3.0/180M/Kg","braided-twine-normal-nl-3-0-180m-kg-t3mmnbwc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>2.05</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>2.05</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T3MMNBWC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","2.05","2.05","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal NL 3.0/180M/Kg","braided-twine-normal-nl-3-0-180m-kg-t3mmnbwc-1","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>1.05</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>1.05</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T3MMNBWC-1","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","1.05","1.05","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal NL 4.0/130M/Kg","braided-twine-normal-nl-4-0-130m-kg-64440","<table><tbody><tr><th>ERP Material Code</th><td>FEN0037</td></tr><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>2.045391304347826</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>2.045391304347826</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","64440","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","2.045391304347826","2.045391304347826","","","","","","","","","","","","FEN0037","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal NL 6.0/85 M/Kg","braided-twine-normal-nl-6-0-85-m-kg-64401","<table><tbody><tr><th>ERP Material Code</th><td>FEN0044</td></tr><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>2.06838115942029</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>2.06838115942029</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","64401","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","2.06838115942029","2.06838115942029","","","","","","","","","","","","FEN0044","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal NL 6.0/85 M/Kg","braided-twine-normal-nl-6-0-85-m-kg-t6mmnbwc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>2.0800000000000005</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>2.0800000000000005</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T6MMNBWC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","2.0800000000000005","2.0800000000000005","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal NL 6.0/85 M/Kg","braided-twine-normal-nl-6-0-85-m-kg-t6mmnbwc-64401","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>1.995</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>1.995</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T6MMNBWC-64401","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","1.995","1.995","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 2.5/360M/Kg","braided-twine-normal-pe-2-5-360m-kg-00225","<table><tbody><tr><th>ERP Material Code</th><td>FEN0054</td></tr><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9432</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9432</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","00225","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9432","0.9432","","","","","","","","","","","","FEN0054","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 2.5/360M/Kg","braided-twine-normal-pe-2-5-360m-kg-07070007","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9476666666666667</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9476666666666667</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","07070007","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9476666666666667","0.9476666666666667","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 2.5/360M/Kg","braided-twine-normal-pe-2-5-360m-kg-t2-5mmpebbc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9279999999999999</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9279999999999999</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T2.5MMPEBBC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9279999999999999","0.9279999999999999","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 2.5/360M/Kg","braided-twine-normal-pe-2-5-360m-kg-t2-5mmpeboc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9745587301587302</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9745587301587302</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T2.5MMPEBOC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9745587301587302","0.9745587301587302","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 2.5/360M/Kg","braided-twine-normal-pe-2-5-360m-kg-t2-5mmpegc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9595833333333335</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9595833333333335</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T2.5MMPEGC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9595833333333335","0.9595833333333335","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 2.5/360M/Kg","braided-twine-normal-pe-2-5-360m-kg-t2-5mmpegc-00225","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9099999999999999</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9099999999999999</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T2,5MMPEGC-00225","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9099999999999999","0.9099999999999999","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 3.0/255M/Kg","braided-twine-normal-pe-3-0-255m-kg-00250","<table><tbody><tr><th>ERP Material Code</th><td>FEN0058</td></tr><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9666666666666666</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9666666666666666</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","00250","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9666666666666666","0.9666666666666666","","","","","","","","","","","","FEN0058","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 3.0/255M/Kg","braided-twine-normal-pe-3-0-255m-kg-t3mmpebgc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>1</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>1</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T3MMPEBGC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","1","1","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 3.0/255M/Kg","braided-twine-normal-pe-3-0-255m-kg-t3mmpeboc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>1</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>1</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T3MMPEBOC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","1","1","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 3.5/215M/Kg","braided-twine-normal-pe-3-5-215m-kg-07070015","<table><tbody><tr><th>ERP Material Code</th><td>FEN0060</td></tr><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9415555555555555</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9415555555555555</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","07070015","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9415555555555555","0.9415555555555555","","","","","","","","","","","","FEN0060","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braided twine Normal PE 3.5/215M/Kg","braided-twine-normal-pe-3-5-215m-kg-t3-5mmpeboc","<table><tbody><tr><th>ERP Product Group</th><td>Fishing Nets &amp; Twines</td></tr><tr><th>Average Net Unit Weight (kg)</th><td>0.9500000000000001</td></tr><tr><th>Average Gross Unit Weight (kg)</th><td>0.9500000000000001</td></tr></tbody></table>","Cotesi","","Twine","Spartan import, department:rope-line-nets, category:twine, Twine, Cotesi","false","draft","T3.5MMPEBOC","","Title","Default Title","","","","","","","","true","","","true","manual","Twine","Rope, Line & Nets","","0.9500000000000001","0.9500000000000001","","","","","","","","","","","","","Fishing Nets & Twines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
